"id","titulo","anio","ingresos_internacionales","presupuesto","idioma_ingles","pais_fuerte","duracion","duracion_cuadrado","categoria_presupuesto","decada"
"tt0317705","Gli Incredibili - Una 'normale' famiglia di supereroi",2004,370165621,9.2e+07,1,1,115,13225,"Alto","2000s"
"tt0317740","The Italian Job",2003,69941570,6e+07,1,0,111,12321,"Alto","2000s"
"tt0317919","Mission: Impossible III",2006,264449696,1.5e+08,1,0,126,15876,"Muy Alto","2000s"
"tt0318081","Il risveglio del tuono",2005,9765014,8e+07,1,0,101,10201,"Alto","2000s"
"tt0318155","Looney Tunes: Back in Action",2003,47523480,8e+07,1,0,93,8649,"Alto","2000s"
"tt0318283","Alex & Emma",2003,1150199,3e+07,1,1,96,9216,"Medio","2000s"
"tt0318374","The Cooler",2003,2173216,3200000,1,1,101,10201,"Bajo","2000s"
"tt0318627","Resident Evil: Apocalypse",2004,78141316,4.5e+07,1,0,94,8836,"Medio","2000s"
"tt0318649","Sahara",2005,50568426,1.3e+08,1,0,124,15376,"Muy Alto","2000s"
"tt0318761","Thumbsucker - Il succhiapollice",2005,810063,4e+06,1,1,96,9216,"Bajo","2000s"
"tt0318974","Alamo - Gli ultimi eroi",2004,3405000,1.07e+08,1,1,137,18769,"Muy Alto","2000s"
"tt0319061","Big Fish - Le storie di una vita incredibile",2003,56408731,7e+07,1,1,125,15625,"Alto","2000s"
"tt0319262","The Day After Tomorrow - L'alba del giorno dopo",2004,365898772,1.25e+08,1,1,124,15376,"Muy Alto","2000s"
"tt0319343","Elf - Un elfo di nome Buddy",2003,47044933,3.3e+07,1,1,97,9409,"Medio","2000s"
"tt0319769","I lunedÃ¬ al sole",2002,9679407,4e+06,0,0,113,12769,"Bajo","2000s"
"tt0320244","Party Monster",2003,39708,5e+06,1,0,98,9604,"Bajo","2000s"
"tt0320661","Le crociate - Kingdom of Heaven",2005,170724214,1.3e+08,1,0,144,20736,"Muy Alto","2000s"
"tt0320691","Underworld",2003,43737767,2.2e+07,1,0,121,14641,"Medio","2000s"
"tt0322259","2 Fast 2 Furious",2003,109195760,7.6e+07,1,0,107,11449,"Alto","2000s"
"tt0322330","Quel pazzo venerdÃ¬",2003,50616000,2e+07,1,1,97,9409,"Medio","2000s"
"tt0322420","La vita Ã¨ un miracolo",2004,3218144.4,8e+06,0,0,155,24025,"Bajo","2000s"
"tt0322589","Honey",2003,31919978,1.8e+07,1,1,94,8836,"Medio","2000s"
"tt0323033","Laws of Attraction - Matrimonio in appello",2004,12160619,3.2e+07,1,0,90,8100,"Medio","2000s"
"tt0323939","Shade - Carta vincente",2003,434066,1e+07,1,1,101,10201,"Medio","2000s"
"tt0323944","L'inventore di favole",2003,724744,6e+06,1,0,94,8836,"Bajo","2000s"
"tt0324127","Suspect Zero",2004,2690262,2.7e+07,1,0,99,9801,"Medio","2000s"
"tt0324216","Non aprite quella porta",2003,26791053,9500000,1,1,98,9604,"Bajo","2000s"
"tt0324554","Appuntamento a Wicker Park",2004,8740341,3e+07,1,1,114,12996,"Medio","2000s"
"tt0325258","Dickie Roberts - Ex Piccola Star",2003,1030834,1.7e+07,1,1,98,9604,"Medio","2000s"
"tt0325537","Head of State",2003,495237,35200000,1,1,95,9025,"Medio","2000s"
"tt0325596","The I Inside",2004,43777.2,8800000,1,0,90,8100,"Bajo","2000s"
"tt0325703","Lara Croft: Tomb Raider - La culla della vita",2003,94439026,9.5e+07,1,0,117,13689,"Alto","2000s"
"tt0325710","L'ultimo samurai",2003,343500000,1.4e+08,1,0,154,23716,"Muy Alto","2000s"
"tt0325805","Il genio della truffa",2003,28659212,6.2e+07,1,0,116,13456,"Alto","2000s"
"tt0325980","La maledizione della prima luna",2003,348850097,1.4e+08,1,1,143,20449,"Muy Alto","2000s"
"tt0326769","Biker Boyz",2003,1433849,2.4e+07,1,1,110,12100,"Medio","2000s"
"tt0326856","L'invidia del mio migliore amico",2004,931711,4e+07,1,1,99,9801,"Medio","2000s"
"tt0326905","The Great Raid - Un pugno di eroi",2005,610002,8e+07,0,0,132,17424,"Alto","2000s"
"tt0327056","Mystic River",2003,66460000,2.5e+07,1,0,138,19044,"Medio","2000s"
"tt0327084","La gang del bosco",2006,184776550,8e+07,1,1,83,6889,"Alto","2000s"
"tt0327137","Secondhand Lions",2003,6189340,3e+07,1,1,111,12321,"Medio","2000s"
"tt0327162","La donna perfetta",2004,43885385,9e+07,1,1,93,8649,"Alto","2000s"
"tt0327247","FBI - Protezione testimoni 2",2004,9842200,4e+07,1,1,98,9604,"Medio","2000s"
"tt0327437","Il giro del mondo in 80 giorni",2004,48170758,1.1e+08,1,0,120,14400,"Muy Alto","2000s"
"tt0327554","Catwoman",2004,41900000,1e+08,1,1,104,10816,"Muy Alto","2000s"
"tt0327597","Coraline e la porta magica",2009,49310608,6e+07,1,1,100,10000,"Alto","2000s"
"tt0327679","Ella Enchanted - Il magico mondo di Ella",2004,4470380,3.1e+07,1,0,96,9216,"Medio","2000s"
"tt0327850","Il tesoro dell'Amazzonia",2003,33255572,8.5e+07,1,1,104,10816,"Alto","2000s"
"tt0328099","Malibu's Most Wanted - Rapimento a Malibu",2003,190303,1.5e+07,1,1,86,7396,"Medio","2000s"
"tt0328107","Man on Fire - Il fuoco della vendetta",2004,52923078,7e+07,1,0,146,21316,"Alto","2000s"
"tt0328538","Thirteen - 13 anni",2003,5527917,2e+06,1,0,100,10000,"Bajo","2000s"
"tt0328589","Sotto il sole della Toscana",2003,15268000,1.8e+07,1,0,113,12769,"Medio","2000s"
"tt0328828","American Pie - Il matrimonio",2003,128157821,5.5e+07,1,0,96,9216,"Alto","2000s"
"tt0328880","Koda, fratello orso",2003,165061521,1.28e+08,1,1,85,7225,"Muy Alto","2000s"
"tt0329028","Scemo & piÃ¹ scemo - IniziÃ² cosÃ¬...",2003,12991050,1.9e+07,1,1,85,7225,"Medio","2000s"
"tt0329101","Freddy vs. Jason",2003,34009973,3e+07,1,0,97,9409,"Medio","2000s"
"tt0329575","Seabiscuit - Un mito senza tempo",2003,28058591,8.7e+07,1,1,140,19600,"Alto","2000s"
"tt0329691","Torque - Circuiti di fuoco",2004,25331138,4e+07,1,1,84,7056,"Medio","2000s"
"tt0329717","Hollywood Homicide",2003,20201968,7.5e+07,1,1,116,13456,"Alto","2000s"
"tt0329774","xXx 2: The Next Level",2005,44148761,1.13e+08,1,1,101,10201,"Muy Alto","2000s"
"tt0330099","The Brown Bunny",2003,36298,1e+07,1,0,93,8649,"Medio","2000s"
"tt0330373","Harry Potter e il calice di fuoco",2005,605963351,1.5e+08,1,0,157,24649,"Muy Alto","2000s"
"tt0330793","The Punisher",2004,20889916,3.3e+07,1,0,124,15376,"Medio","2000s"
"tt0331632","Scooby-Doo 2: Mostri scatenati",2004,9.7e+07,8e+07,1,0,93,8649,"Alto","2000s"
"tt0331811","Ore 11:14 - Destino fatale",2003,2286475.2,6e+06,1,0,86,7396,"Bajo","2000s"
"tt0331933","L'uomo di casa",2005,1877918,4e+07,1,1,100,10000,"Medio","2000s"
"tt0331953","Vacanze di sangue",2004,2564099,8600000,1,0,104,10816,"Bajo","2000s"
"tt0332047","L'amore in gioco",2005,8534094,3e+07,1,0,104,10816,"Medio","2000s"
"tt0332280","Le pagine della nostra vita",2004,34881008,2.9e+07,1,1,123,15129,"Medio","2000s"
"tt0332375","Saved! Il paradiso ci aiuta",2004,1334927,5e+06,1,0,92,8464,"Bajo","2000s"
"tt0332379","School of Rock",2003,49834437,3.5e+07,1,0,109,11881,"Medio","2000s"
"tt0332452","Troy",2004,364031596,1.75e+08,1,0,163,26569,"Muy Alto","2000s"
"tt0332658","Intermission",2003,4278222,5e+06,1,0,105,11025,"Bajo","2000s"
"tt0333766","La mia vita a Garden State",2004,9043000,2500000,1,1,102,10404,"Bajo","2000s"
"tt0333780","Una bionda in carriera",2003,34728514,4.5e+07,1,1,95,9025,"Medio","2000s"
"tt0335119","La ragazza con l'orecchino di perla",2003,21359144,1.2e+07,1,0,100,10000,"Medio","2000s"
"tt0335121","Godsend - Il male Ã¨ rinato",2004,15740920,2.5e+07,1,0,102,10404,"Medio","2000s"
"tt0335245","Ladykillers",2004,36866000,3.5e+07,1,1,104,10816,"Medio","2000s"
"tt0335266","Lost in Translation - L'amore tradotto",2003,74100000,4e+06,1,0,102,10404,"Bajo","2000s"
"tt0335345","La passione di Cristo",2004,241271498,3e+07,0,1,127,16129,"Medio","2000s"
"tt0335438","Starsky & Hutch",2004,82030996,6e+07,1,1,101,10201,"Alto","2000s"
"tt0335559","Appuntamento da sogno!",2004,4441472,2.2e+07,1,1,96,9216,"Medio","2000s"
"tt0335563","Wonderland - Massacro a Hollywood",2003,1405932,5e+06,1,0,104,10816,"Bajo","2000s"
"tt0337563","30 anni in un secondo",2004,39223950,3.7e+07,1,1,98,9604,"Medio","2000s"
"tt0337579","La bottega del barbiere 2",2004,880171,3e+07,1,1,106,11236,"Medio","2000s"
"tt0337692","On the Road",2012,8873081,2.5e+07,1,0,124,15376,"Medio","2010s"
"tt0337697","Un principe tutto mio",2004,9490269,2.2e+07,1,0,111,12321,"Medio","2000s"
"tt0337741","Tutto puÃ² succedere - Something's Gotta Give",2003,140600000,8e+07,1,1,128,16384,"Alto","2000s"
"tt0337876","Birth - Io sono Sean",2004,18830454,2e+07,1,0,100,10000,"Medio","2000s"
"tt0337909","Calendar Girls",2003,62359000,1e+07,1,0,108,11664,"Medio","2000s"
"tt0337921","Cellular",2004,25674701,2.5e+07,1,0,94,8836,"Medio","2000s"
"tt0337978","Die Hard - Vivere o morire",2007,253626608,1.1e+08,1,0,128,16384,"Muy Alto","2000s"
"tt0338013","Se mi lasci ti cancello",2004,39636414,2e+07,1,1,108,11664,"Medio","2000s"
"tt0338077","Grind",2003,17470,6e+06,1,1,105,11025,"Bajo","2000s"
"tt0338094","La casa dei fantasmi",2003,106443000,9e+07,1,1,99,9801,"Alto","2000s"
"tt0338096","Dirty Dancing 2",2004,13523426,2.5e+07,1,1,86,7396,"Medio","2000s"
"tt0338188","The Missing",2003,11353097,6e+07,1,1,137,18769,"Alto","2000s"
"tt0338216","Le regole del gioco",2007,2702736,5.5e+07,1,0,124,15376,"Alto","2000s"
"tt0338325","Scatto mortale - Paparazzi",2004,1082278,2e+07,1,1,84,7056,"Medio","2000s"
"tt0338337","Paycheck",2003,63458507,6e+07,1,0,119,14161,"Alto","2000s"
"tt0338348","Polar Express",2004,126275943,1.65e+08,1,1,100,10000,"Muy Alto","2000s"
"tt0338459","Spy Kids - Missione 3-D: Game Over",2003,85339696,3.8e+07,1,1,84,7056,"Medio","2000s"
"tt0338466","Fratelli per la pelle",2003,31951762,5.5e+07,1,1,118,13924,"Alto","2000s"
"tt0338526","Van Helsing",2004,179980554,1.6e+08,1,0,131,17161,"Muy Alto","2000s"
"tt0338564","Infernal Affairs",2002,8667299,6428966,0,1,101,10201,"Bajo","2000s"
"tt0338751","The Aviator",2004,111109612,1.1e+08,1,0,170,28900,"Muy Alto","2000s"
"tt0338763","Batoru rowaiaru II: Chinkonka",2003,8941552.2,9e+06,0,1,155,24025,"Bajo","2000s"
"tt0339135","Hell - Esplode la furia",2003,176202.6,1.7e+07,1,1,98,9604,"Medio","2000s"
"tt0339291","Lemony Snicket - Una serie di sfortunati eventi",2004,92833686,1.4e+08,1,0,108,11664,"Muy Alto","2000s"
"tt0339412","Mr. 3000",2004,28190,3e+07,1,1,104,10816,"Medio","2000s"
"tt0340012","La diva Julia",2004,6600122,1.8e+07,1,0,104,10816,"Medio","2000s"
"tt0340163","Hostage",2005,43023617,5.2e+07,1,0,113,12769,"Alto","2000s"
"tt0340377","The Station Agent",2003,2961961,5e+05,1,1,89,7921,"Bajo","2000s"
"tt0340855","Monster",2003,2.4e+07,8e+06,1,0,109,11881,"Bajo","2000s"
"tt0342258","Danny the Dog",2005,26333492,4.5e+07,1,0,103,10609,"Medio","2000s"
"tt0342735","Manderlay",2005,596540,14200000,1,0,139,19321,"Medio","2000s"
"tt0343135","...E alla fine arriva Polly",2004,90214565,4.2e+07,1,1,90,8100,"Medio","2000s"
"tt0343660","50 volte il primo bacio",2004,77612860,7.5e+07,1,1,99,9801,"Alto","2000s"
"tt0343737","The Good Shepherd - L'ombra del potere",2006,40314030,1.1e+08,1,1,167,27889,"Muy Alto","2000s"
"tt0343818","Io, robot",2004,208332875,1.2e+08,1,0,115,13225,"Muy Alto","2000s"
"tt0344510","Una lunga domenica di passioni",2004,62900000,56600000,0,0,133,17689,"Alto","2000s"
"tt0344854","Arthur e il popolo dei Minimei",2006,93472846,8.6e+07,1,0,94,8836,"Alto","2000s"
"tt0345061","Codice 46",2003,600433,7500000,1,1,93,8649,"Bajo","2000s"
"tt0345551","Inguaribili romantici",2003,30343,850000,1,1,107,11449,"Bajo","2000s"
"tt0345950","SpongeBob - Il film",2004,55649139,3e+07,1,1,87,7569,"Medio","2000s"
"tt0346156","Sky Captain and the World of Tomorrow",2004,20184359,7e+07,1,0,106,11236,"Alto","2000s"
"tt0346491","Alexander",2004,133001001,1.55e+08,1,0,175,30625,"Muy Alto","2000s"
"tt0346631","Blood and Bone",2009,2095.2,3700000,1,1,93,8649,"Bajo","2000s"
"tt0347149","Il castello errante di Howl",2004,230636249,2.4e+07,0,1,119,14161,"Medio","2000s"
"tt0348121","Steamboy",2004,10401331,2.2e+07,0,1,126,15876,"Medio","2000s"
"tt0348150","Superman Returns",2006,1.91e+08,2.7e+08,1,1,154,23716,"Muy Alto","2000s"
"tt0348333","Waiting...",2005,2513147,3e+06,1,1,94,8836,"Bajo","2000s"
"tt0348593","The Door in the Floor",2004,2860443,7500000,1,1,111,12321,"Bajo","2000s"
"tt0348836","Gothika",2003,81896744,4e+07,1,0,98,9604,"Medio","2000s"
"tt0349205","Una scatenata dozzina",2003,51924086,4e+07,1,1,98,9604,"Medio","2000s"
"tt0349467","Il colore del crimine",2006,2142742,37665000,1,1,113,12769,"Medio","2000s"
"tt0349683","King Arthur",2004,151685613,1.2e+08,1,0,126,15876,"Muy Alto","2000s"
"tt0349710","Squadra 49",2004,26030337,5.5e+07,1,1,115,13225,"Alto","2000s"
"tt0349825","Miracle",2004,67615,2.8e+07,1,0,135,18225,"Medio","2000s"
"tt0349903","Ocean's Twelve",2004,237200000,1.1e+08,1,1,125,15625,"Muy Alto","2000s"
"tt0350028","Quando meno te lo aspetti",2004,12232099,5e+07,1,1,119,14161,"Alto","2000s"
"tt0350258","Ray",2004,48639776,4e+07,1,1,152,23104,"Medio","2000s"
"tt0350261","Il vento del perdono",2005,10031892,3e+07,1,0,108,11664,"Medio","2000s"
"tt0351283","Madagascar",2005,348468325,7.5e+07,0,1,86,7396,"Alto","2000s"
"tt0351817","Il crepuscolo del samurai",2002,6813004,5e+06,0,1,129,16641,"Bajo","2000s"
"tt0351977","A testa alta",2004,10786173,4.6e+07,1,1,86,7396,"Medio","2000s"
"tt0352248","Cinderella Man - Una ragione per lottare",2005,46890000,8.8e+07,1,1,144,20736,"Alto","2000s"
"tt0352277","De-Lovely - CosÃ¬ facile da amare",2004,5155318,1.5e+07,1,0,125,15625,"Medio","2000s"
"tt0353489","Licantropia apocalypse",2004,863253,3500000,1,1,94,8836,"Bajo","2000s"
"tt0353969","Memorie di un assassino",2003,1016677,2800000,0,1,131,17161,"Bajo","2000s"
"tt0354899","L'arte del sogno",2006,10445535,6e+06,0,0,105,11025,"Bajo","2000s"
"tt0355295","I fratelli Grimm e l'incantevole strega",2005,67400000,8.8e+07,1,0,118,13924,"Alto","2000s"
"tt0355702","Lords of Dogtown",2005,2138440,2.5e+07,1,0,107,11449,"Medio","2000s"
"tt0356150","EuroTrip",2004,4833766,2.5e+07,1,0,92,8464,"Medio","2000s"
"tt0356470","A Cinderella Story",2004,18629734,1.9e+07,1,0,95,9025,"Medio","2000s"
"tt0356618","The Forgotten",2004,50459322,4.2e+07,1,1,91,8281,"Medio","2000s"
"tt0356634","Garfield: Il film",2004,127802828,5e+07,1,1,80,6400,"Alto","2000s"
"tt0356680","La neve nel cuore",2005,32821561,1.8e+07,1,1,103,10609,"Medio","2000s"
"tt0356721","I Heart Huckabees - Le strane coincidenze della vita",2004,7309477,2e+07,1,0,107,11449,"Medio","2000s"
"tt0356910","Mr. & Mrs. Smith",2005,300951367,1.1e+08,1,1,120,14400,"Muy Alto","2000s"
"tt0357110","La storia di Jack e Rose",2005,203776,1500000,1,1,112,12544,"Bajo","2000s"
"tt0357277","Elektra",2005,32585924,4.3e+07,1,0,97,9409,"Medio","2000s"
"tt0357413","Anchorman - La leggenda di Ron Burgundy",2004,5361427,2.6e+07,1,1,94,8836,"Medio","2000s"
"tt0357507","Boogeyman - L'uomo nero",2005,20440477,2e+07,1,0,89,7921,"Medio","2000s"
"tt0358082","Robots",2005,134311478,7.5e+07,1,1,91,8281,"Alto","2000s"
"tt0358135","Shall We Dance?",2004,112238000,5e+07,1,1,106,11236,"Alto","2000s"
"tt0358273","Quando l'amore brucia l'anima",2005,67278584,2.8e+07,1,0,136,18496,"Medio","2000s"
"tt0358349","Agente Cody Banks 2 - Destinazione Londra",2004,5188836,2.6e+07,1,0,100,10000,"Medio","2000s"
"tt0359013","Blade: Trinity",2004,79565998,6.5e+07,1,1,113,12769,"Alto","2000s"
"tt0359423","Una casa alla fine del mondo",2004,614781,6500000,1,1,97,9409,"Bajo","2000s"
"tt0359950","I sogni segreti di Walter Mitty",2013,129896484,9e+07,1,0,114,12996,"Alto","2010s"
"tt0360009","Spartan",2004,3678280,19250000,1,0,106,11236,"Medio","2000s"
"tt0360139","Amori in corsa",2004,117697,2.3e+07,1,0,101,10201,"Medio","2000s"
"tt0360201","Wimbledon",2004,24681104,3.1e+07,1,0,98,9604,"Medio","2000s"
"tt0360486","Constantine",2005,154908550,1e+08,1,0,121,14641,"Muy Alto","2000s"
"tt0360717","King Kong",2005,344283424,2.07e+08,1,0,187,34969,"Muy Alto","2000s"
"tt0361089","Valiant - Piccioni da combattimento",2005,42268782,3.5e+07,1,0,76,5776,"Medio","2000s"
"tt0361411","Matrimoni e pregiudizi",2004,18110848,7e+06,1,0,122,14884,"Bajo","2000s"
"tt0361467","Quanto Ã¨ difficile essere teenager!",2004,3920822,1.5e+07,1,0,89,7921,"Medio","2000s"
"tt0361620","Una teenager alla Casa Bianca",2004,1536259,3e+07,1,1,106,11236,"Medio","2000s"
"tt0361696","Nata per vincere",2004,4455534,1.5e+07,1,1,107,11449,"Medio","2000s"
"tt0361748","Bastardi senza gloria",2009,200914970,7e+07,1,0,153,23409,"Alto","2000s"
"tt0361841","Tutte le ex del mio ragazzo",2004,1336841,3.5e+07,1,1,107,11449,"Medio","2000s"
"tt0361862","L'uomo senza sonno",2004,7120520,5e+06,1,0,101,10201,"Bajo","2000s"
"tt0361925","Due candidati per una poltrona",2004,144152,3e+07,1,0,110,12100,"Medio","2000s"
"tt0362120","Scary Movie 4",2006,87552000,4.5e+07,1,1,83,6889,"Medio","2000s"
"tt0362165","The Mask 2",2005,42963126,8.4e+07,1,0,94,8836,"Alto","2000s"
"tt0362227","The Terminal",2004,141227201,6e+07,1,1,128,16384,"Alto","2000s"
"tt0362269","Kinsey",2004,6795038,1.1e+07,1,0,118,13924,"Medio","2000s"
"tt0362270","Le avventure acquatiche di Steve Zissou",2004,10788000,5e+07,1,1,119,14161,"Alto","2000s"
"tt0362478","The Box",2009,18282199,3e+07,1,1,115,13225,"Medio","2000s"
"tt0363282","Una pazza giornata a New York",2004,7218385,3e+07,1,1,91,8281,"Medio","2000s"
"tt0363473","Beyond the Sea",2004,2128906,2.3e+07,1,0,118,13924,"Medio","2000s"
"tt0363547","L'alba dei morti viventi",2004,43257755,2.6e+07,1,0,101,10201,"Medio","2000s"
"tt0363589","Elephant",2003,8745067,3e+06,1,1,81,6561,"Bajo","2000s"
"tt0363771","Le cronache di Narnia - Il leone, la strega e l'armadio",2005,453302158,1.8e+08,1,0,143,20449,"Muy Alto","2000s"
"tt0363780","Lymelife",2008,119096,1500000,1,1,95,9025,"Bajo","2000s"
"tt0363988","Secret Window",2004,44890271,4e+07,1,1,96,9216,"Medio","2000s"
"tt0364045","IdentitÃ  violate",2004,32788187,4.5e+07,1,0,103,10609,"Medio","2000s"
"tt0364385","Ju-on - Rancore",2002,3332196,3500000,0,1,92,8464,"Bajo","2000s"
"tt0364569","Oldboy",2003,14294635,3e+06,0,1,120,14400,"Bajo","2000s"
"tt0364725","Palle al balzo - Dodgeball",2004,54096491,2e+07,1,1,92,8464,"Medio","2000s"
"tt0364751","Without a Paddle - Un tranquillo week-end di vacanza",2004,14859863,1.9e+07,1,0,95,9025,"Medio","2000s"
"tt0364970","Babylon A.D.",2008,49576628,7e+07,1,0,90,8100,"Alto","2000s"
"tt0365125","A Dirty Shame",2004,574498,1.5e+07,1,1,89,7921,"Medio","2000s"
"tt0365485","The Matador",2005,4761570,12500000,1,0,96,9216,"Medio","2000s"
"tt0365737","Syriana",2005,43150000,5e+07,1,0,128,16384,"Alto","2000s"
"tt0365830","Tenacious D e il destino del rock",2006,5605388,2e+07,1,0,93,8649,"Medio","2000s"
"tt0365847","The myth - Il risveglio di un eroe",2005,4001458.2,1.5e+07,0,0,122,14884,"Medio","2000s"
"tt0365885","Litigi d'amore",2005,9475495,1.2e+07,1,0,118,13924,"Medio","2000s"
"tt0365907","La preda perfetta",2014,32526784,2.8e+07,1,1,114,12996,"Medio","2010s"
"tt0365929","Whiteout - Incubo bianco",2009,7701029,3.5e+07,1,0,101,10201,"Medio","2000s"
"tt0365957","SDF - Street Dance Fighters",2004,10212995,8e+06,1,1,95,9025,"Bajo","2000s"
"tt0366174","Anaconda - Alla ricerca dell'orchidea maledetta",2004,38753975,2e+07,1,0,97,9409,"Medio","2000s"
"tt0366548","Happy Feet",2006,186335791,1e+08,1,0,108,11664,"Muy Alto","2000s"
"tt0366551","American Trip - Il primo viaggio non si scorda mai",2004,5686358,9e+06,1,0,88,7744,"Bajo","2000s"
"tt0366627","The Jacket",2005,15429468,2.9e+07,1,0,103,10609,"Medio","2000s"
"tt0367027","Shortbus - Dove tutto Ã¨ permesso",2006,3541383,2e+06,1,1,101,10201,"Bajo","2000s"
"tt0367085","Soul plane - Pazzi in aeroplano",2004,631074,1.6e+07,1,1,86,7396,"Medio","2000s"
"tt0367089","Il calamaro e la balena",2005,3725397,1500000,1,1,81,6561,"Bajo","2000s"
"tt0367188","I colori dell'anima",2004,1341843,1.2e+07,1,0,128,16384,"Medio","2000s"
"tt0367479","After the Sunset",2004,34326635,6e+07,1,1,97,9409,"Alto","2000s"
"tt0367594","La fabbrica di cioccolato",2005,268509687,1.5e+08,1,0,115,13225,"Muy Alto","2000s"
"tt0367652","Deuce Bigalow - Puttano in saldo",2005,22709407,2.2e+07,1,1,83,6889,"Medio","2000s"
"tt0367882","Indiana Jones e il regno del teschio di cristallo",2008,473552823,1.85e+08,1,1,122,14884,"Muy Alto","2000s"
"tt0367959","Hannibal Lecter - Le origini del male",2007,54498898,5e+07,1,0,121,14641,"Alto","2000s"
"tt0368008","The Manchurian Candidate",2004,30150280,8e+07,1,1,129,16641,"Alto","2000s"
"tt0368226","The Room",2003,4353050,6e+06,1,1,99,9801,"Bajo","2000s"
"tt0368447","The Village",2004,142500000,6e+07,1,1,108,11664,"Alto","2000s"
"tt0368578","Io, lei e i suoi bambini",2005,15244265,3.2e+07,1,0,95,9025,"Medio","2000s"
"tt0368709","Elizabethtown",2005,25313590,4.5e+07,1,1,123,15129,"Medio","2000s"
"tt0368794","Io non sono qui",2007,7774933,2e+07,1,0,135,18225,"Medio","2000s"
"tt0368891","Il mistero dei Templari",2004,174503424,1e+08,1,1,131,17161,"Muy Alto","2000s"
"tt0368933","Principe azzurro cercasi",2004,39564000,4e+07,1,1,113,12769,"Medio","2000s"
"tt0368975","Sleepover",2004,706632,1e+07,1,1,89,7921,"Medio","2000s"
"tt0369226","Alone in the Dark",2005,7515076,2e+07,1,0,99,9801,"Medio","2000s"
"tt0369339","Collateral",2004,119920992,6.5e+07,1,1,120,14400,"Alto","2000s"
"tt0369436","Tutti insieme inevitabilmente",2008,43966681,8e+07,1,0,88,7744,"Alto","2000s"
"tt0369441","Dick & Jane - Operazione furto",2005,94349162,1e+08,1,1,90,8100,"Muy Alto","2000s"
"tt0369610","Jurassic World",2015,1018130819,1.5e+08,1,1,124,15376,"Muy Alto","2010s"
"tt0369735","Quel mostro di suocera",2005,72526026,4.3e+07,1,0,101,10201,"Medio","2000s"
"tt0370032","Ultraviolet",2006,12534399,3e+07,1,1,88,7744,"Medio","2000s"
"tt0370263","Alien vs. Predator",2004,97144859,6e+07,1,0,101,10201,"Alto","2000s"
"tt0371246","Spanglish - Quando in famiglia sono in troppi a parlare",2004,12743285,8e+07,1,1,131,17161,"Alto","2000s"
"tt0371257","Stay - Nel labirinto della mente",2005,4856914,5e+07,1,1,99,9801,"Alto","2000s"
"tt0371606","Chicken Little - Amici per le penne",2005,179046172,1.5e+08,1,1,81,6561,"Muy Alto","2000s"
"tt0371724","Guida galattica per autostoppisti",2005,53393000,5e+07,1,0,109,11881,"Alto","2000s"
"tt0371746","Iron Man",2008,266762121,1.4e+08,1,0,126,15876,"Muy Alto","2000s"
"tt0372183","The Bourne Supremacy",2004,114593328,7.5e+07,1,0,108,11664,"Alto","2000s"
"tt0372237","Indovina chi",2005,34205578,3.5e+07,1,1,105,11025,"Medio","2000s"
"tt0372532","Un amore in prestito",2005,15369211,1.5e+07,1,0,90,8100,"Medio","2000s"
"tt0372588","Team America",2004,18040824,3.2e+07,1,0,98,9604,"Medio","2000s"
"tt0372784","Batman Begins",2005,166802534,1.5e+08,1,0,140,19600,"Muy Alto","2000s"
"tt0372873","Dragon Wars",2007,64131096,3.2e+07,1,1,90,8100,"Medio","2000s"
"tt0373051","Viaggio al centro della Terra",2008,142528318,6e+07,1,1,93,8649,"Alto","2000s"
"tt0373074","Kung Fusion",2004,87773854,2e+07,0,0,99,9801,"Medio","2000s"
"tt0373450","False veritÃ ",2005,2615536,2.5e+07,1,0,107,11449,"Medio","2000s"
"tt0373469","Kiss Kiss Bang Bang",2005,11541392,1.5e+07,1,1,103,10609,"Medio","2000s"
"tt0373883","Halloween - The Beginning",2007,22188919,1.5e+07,1,1,109,11881,"Medio","2000s"
"tt0373889","Harry Potter e l'Ordine della Fenice",2007,649779930,1.5e+08,1,0,138,19044,"Muy Alto","2000s"
"tt0373926","The Interpreter",2005,90236762,8e+07,1,0,128,16384,"Alto","2000s"
"tt0374102","Open Water",2003,24072624,5e+05,1,1,79,6241,"Bajo","2000s"
"tt0374536","Vita da strega",2005,68113010,8.5e+07,1,1,102,10404,"Alto","2000s"
"tt0374563","Captivity",2007,8294400,1.7e+07,1,0,96,9216,"Medio","2000s"
"tt0374569","Che - Guerriglia",2008,7889607,4e+07,0,0,135,18225,"Medio","2000s"
"tt0374900","Napoleon Dynamite",2004,1597931,4e+05,1,1,96,9216,"Bajo","2000s"
"tt0375063","Sideways - In viaggio con Jack",2004,38203338,1.6e+07,1,0,127,16129,"Medio","2000s"
"tt0375173","Alfie",2004,21661070,6e+07,1,0,103,10609,"Alto","2000s"
"tt0375210","White Noise - Non ascoltate",2005,34809660,1e+07,1,0,101,10201,"Medio","2000s"
"tt0375568","Astro Boy",2009,20335919,6.5e+07,1,0,94,8836,"Alto","2000s"
"tt0375679","Crash: Contatto fisico",2004,43829761,6500000,1,0,112,12544,"Bajo","2000s"
"tt0376105","Striscia, una zebra alla riscossa",2005,40981953,3e+07,1,1,102,10404,"Medio","2000s"
"tt0376108","Un allenatore in palla",2005,683000,33100000,1,1,86,7396,"Medio","2000s"
"tt0376136","The Rum Diary - Cronache di una passione",2011,17025143,4.5e+07,1,0,119,14161,"Medio","2010s"
